Date,Price,Open,High,Low,Vol.,Change %
4/19/2024,"16,250.00","16,265.00","16,290.00","16,255.00",,0.49%
4/22/2024,"16,230.00","16,217.50","16,245.00","16,207.50",,-0.12%
4/23/2024,"16,215.00","16,245.00","16,252.50","16,220.00",,-0.09%
4/24/2024,"16,150.00","16,150.00","16,180.00","16,145.00",,-0.40%
4/25/2024,"16,185.00","16,205.00","16,223.50","16,179.00",,0.22%
4/26/2024,"16,205.00","16,200.00","16,229.50","16,197.50",,0.12%
4/29/2024,"16,250.00","16,237.50","16,265.00","16,229.50",,0.28%
4/30/2024,"16,255.00","16,265.00","16,282.50","16,259.50",,0.03%
5/1/2024,"16,193.60","16,279.00","16,280.50","16,167.30",,-0.38%
5/2/2024,"16,180.00","16,250.00","16,250.00","16,185.00",,-0.08%
5/3/2024,"16,080.00","16,075.00","16,107.50","16,072.50",,-0.62%
5/6/2024,"16,020.00","15,985.00","16,032.50","15,980.00",,-0.37%
5/7/2024,"16,040.00","16,065.00","16,070.50","16,044.50",,0.12%
5/8/2024,"16,040.00","16,090.00","16,095.00","16,045.00",,0.00%
5/9/2024,"16,026.00","16,080.50","16,083.30","16,014.80",,-0.09%
5/10/2024,"16,058.90","16,036.50","16,080.00","16,009.70",,0.21%
5/13/2024,"16,075.00","16,070.00","16,096.50","16,067.50",,0.10%
5/14/2024,"16,090.00","16,130.00","16,141.50","16,100.00",,0.09%
5/15/2024,"16,025.00","16,080.00","16,095.00","16,026.50",,-0.40%
5/16/2024,"15,920.00","15,922.50","15,960.00","15,912.50",,-0.66%
5/17/2024,"15,950.00","15,960.00","15,988.50","15,945.00",,0.19%
5/20/2024,"15,970.00","15,960.00","15,987.50","15,960.00",,0.13%
5/21/2024,"15,990.00","16,040.00","16,042.50","15,994.50",,0.13%
5/22/2024,"15,990.00","15,990.00","16,010.00","15,967.50",,0.00%
5/23/2024,"16,102.30","16,048.00","16,102.30","16,018.30",,0.70%
5/24/2024,"16,045.00","16,102.30","16,121.00","16,026.00",,-0.36%
5/27/2024,"16,060.00","16,030.00","16,072.50","16,015.00",,0.09%
5/28/2024,"16,085.00","16,070.00","16,101.50","16,070.00",,0.16%
5/29/2024,"16,155.00","16,130.00","16,167.50","16,117.50",,0.44%
5/30/2024,"16,255.00","16,222.50","16,275.00","16,222.50",,0.62%
5/31/2024,"16,245.00","16,265.00","16,267.50","16,237.50",,-0.06%
6/3/2024,"16,225.00","16,255.00","16,265.00","16,205.00",,-0.12%
6/4/2024,"16,215.00","16,195.00","16,240.00","16,190.00",,-0.06%
6/5/2024,"16,280.00","16,255.00","16,293.50","16,247.50",,0.40%
6/6/2024,"16,255.00","16,285.00","16,287.50","16,257.50",,-0.15%
6/7/2024,"16,190.00","16,240.00","16,245.00","16,190.00",,-0.40%
6/10/2024,"16,275.00","16,265.00","16,295.50","16,247.50",,0.53%
6/11/2024,"16,285.00","16,285.00","16,302.50","16,278.00",,0.06%
6/12/2024,"16,290.00","16,297.50","16,305.50","16,287.50",,0.03%
6/13/2024,"16,265.00","16,270.00","16,292.50","16,262.50",,-0.15%
6/14/2024,"16,395.00","16,287.50","16,417.50","16,282.50",,0.80%
6/17/2024,"16,486.00","16,486.50","16,489.70","16,404.90",,0.56%
6/18/2024,"16,376.10","16,486.00","16,486.00","16,360.00",,-0.67%
6/19/2024,"16,360.00","16,405.00","16,405.00","16,345.00",,-0.10%
6/20/2024,"16,425.00","16,375.00","16,430.00","16,371.50",,0.40%
6/21/2024,"16,445.00","16,465.00","16,482.50","16,440.00",,0.12%
6/24/2024,"16,390.00","16,470.00","16,475.00","16,394.00",,-0.33%
6/25/2024,"16,370.00","16,382.50","16,465.00","16,360.00",,-0.12%
6/26/2024,"16,400.00","16,420.00","16,450.00","16,400.00",,0.18%
6/27/2024,"16,395.00","16,410.00","16,432.50","16,392.50",,-0.03%
6/28/2024,"16,370.00","16,410.00","16,422.50","16,375.00",,-0.15%
7/1/2024,"16,320.00","16,352.50","16,412.50","16,315.00",,-0.31%
7/2/2024,"16,390.00","16,355.00","16,402.50","16,347.50",,0.43%
7/3/2024,"16,365.00","16,382.50","16,401.50","16,365.00",,-0.15%
7/4/2024,"16,325.00","16,330.00","16,356.50","16,320.00",,-0.24%
7/5/2024,"16,275.00","16,332.50","16,345.00","16,270.00",,-0.31%
7/8/2024,"16,250.00","16,275.00","16,285.00","16,246.50",,-0.15%
7/9/2024,"16,245.00","16,300.00","16,315.00","16,249.50",,-0.03%
7/10/2024,"16,235.00","16,287.50","16,300.00","16,238.50",,-0.06%
7/11/2024,"16,190.00","16,217.50","16,220.00","16,185.00",,-0.28%
7/12/2024,"16,135.00","16,135.00","16,164.50","16,130.00",,-0.34%
7/15/2024,"16,165.00","16,145.00","16,189.00","16,137.50",,0.19%
7/16/2024,"16,175.00","16,200.00","16,252.50","16,179.50",,0.06%
7/17/2024,"16,095.00","16,155.00","16,165.00","16,096.00",,-0.49%
7/18/2024,"16,150.00","16,135.00","16,170.00","16,125.00",,0.34%
7/19/2024,"16,185.00","16,195.00","16,225.00","16,175.00",,0.22%
7/22/2024,"16,215.00","16,210.00","16,237.50","16,205.00",,0.19%
7/23/2024,"16,205.00","16,215.00","16,222.50","16,185.00",,-0.06%
7/24/2024,"16,210.00","16,220.00","16,232.50","16,210.00",,0.03%
7/25/2024,"16,245.00","16,237.50","16,276.00","16,230.00",,0.22%
7/26/2024,"16,285.00","16,287.50","16,302.50","16,267.50",,0.25%
7/29/2024,"16,275.00","16,290.00","16,295.00","16,266.50",,-0.06%
7/30/2024,"16,295.00","16,305.00","16,332.50","16,290.00",,0.12%
7/31/2024,"16,255.00","16,305.00","16,323.00","16,259.00",,-0.25%
8/1/2024,"16,230.00","16,255.00","16,270.00","16,210.00",,-0.15%
8/2/2024,"16,195.00","16,260.00","16,281.50","16,194.50",,-0.22%
8/5/2024,"16,180.00","16,180.00","16,197.50","16,122.50",,-0.09%
8/6/2024,"16,160.00","16,210.00","16,215.00","16,165.00",,-0.12%
8/7/2024,"16,030.00","16,160.00","16,177.50","16,021.50",,-0.80%
8/8/2024,"15,890.00","16,005.00","16,012.50","15,894.00",,-0.87%
8/9/2024,"15,920.00","15,937.50","15,945.00","15,884.00",,0.19%
8/12/2024,"15,950.00","15,940.00","15,985.00","15,925.00",,0.19%
8/13/2024,"15,830.00","15,935.00","15,962.50","15,824.50",,-0.75%
8/14/2024,"15,675.00","15,725.00","15,737.50","15,665.00",,-0.98%
8/15/2024,"15,690.00","15,615.00","15,720.00","15,615.00",,0.10%
8/16/2024,"15,685.00","15,755.00","15,759.00","15,675.00",,-0.03%
8/19/2024,"15,545.00","15,635.00","15,656.50","15,550.00",,-0.89%
8/20/2024,"15,430.00","15,515.00","15,522.50","15,420.00",,-0.74%
8/21/2024,"15,480.00","15,450.00","15,500.00","15,422.00",,0.32%
8/22/2024,"15,595.00","15,505.00","15,642.50","15,505.00",,0.74%
8/23/2024,"15,485.00","15,635.00","15,662.50","15,425.00",,-0.71%
8/26/2024,"15,425.00","15,341.00","15,435.00","15,295.00",,-0.39%
8/27/2024,"15,490.00","15,480.00","15,545.00","15,460.00",,0.42%
8/28/2024,"15,420.00","15,517.50","15,532.50","15,420.00",,-0.45%
8/29/2024,"15,410.00","15,420.00","15,447.50","15,367.50",,-0.06%
8/30/2024,"15,450.00","15,450.00","15,490.00","15,437.50",,0.26%
9/2/2024,"15,520.00","15,497.50","15,555.00","15,492.50",,0.45%
9/3/2024,"15,520.00","15,547.50","15,583.50","15,522.50",,0.00%
9/4/2024,"15,470.00","15,530.00","15,542.50","15,470.00",,-0.32%
9/5/2024,"15,395.00","15,422.50","15,432.50","15,394.00",,-0.48%
9/6/2024,"15,360.00","15,390.00","15,398.50","15,352.00",,-0.23%
9/9/2024,"15,450.00","15,475.00","15,485.00","15,416.00",,0.59%
9/10/2024,"15,445.00","15,475.00","15,485.00","15,431.50",,-0.03%
9/11/2024,"15,395.00","15,440.00","15,440.00","15,395.00",,-0.32%
9/12/2024,"15,425.00","15,415.00","15,446.50","15,400.00",,0.19%
9/13/2024,"15,395.00","15,417.50","15,455.00","15,390.00",,-0.19%
9/16/2024,"15,393.10","15,400.00","15,408.50","15,354.00",,-0.01%
9/17/2024,"15,330.00","15,370.00","15,375.00","15,315.00",,-0.41%
9/18/2024,"15,330.00","15,325.00","15,360.00","15,312.50",,0.00%
9/19/2024,"15,230.00","15,345.00","15,357.50","15,232.50",,-0.65%
9/20/2024,"15,145.00","15,130.00","15,152.50","15,070.00",,-0.56%
9/23/2024,"15,195.00","15,145.00","15,212.50","15,137.50",,0.33%
9/24/2024,"15,180.00","15,195.00","15,212.50","15,172.50",,-0.10%
9/25/2024,"15,095.00","15,115.00","15,127.50","15,065.00",,-0.56%
9/26/2024,"15,160.00","15,130.00","15,187.50","15,122.50",,0.43%
9/27/2024,"15,120.00","15,100.00","15,160.00","15,082.50",,-0.26%
9/30/2024,"15,135.00","15,125.00","15,192.50","15,109.00",,0.10%
10/1/2024,"15,195.00","15,175.00","15,212.50","15,167.50",,0.40%
10/2/2024,"15,260.00","15,200.00","15,285.00","15,200.00",,0.43%
10/3/2024,"15,415.00","15,327.50","15,437.50","15,305.00",,1.02%
10/4/2024,"15,480.00","15,495.00","15,532.50","15,467.50",,0.42%
10/7/2024,"15,675.00","15,625.00","15,700.00","15,625.00",,1.26%
10/8/2024,"15,640.00","15,685.00","15,701.50","15,625.00",,-0.22%
10/9/2024,"15,615.00","15,625.00","15,640.00","15,580.00",,-0.16%
10/10/2024,"15,660.00","15,655.00","15,677.50","15,632.50",,0.29%
10/11/2024,"15,575.00","15,665.00","15,672.50","15,577.50",,-0.54%
10/14/2024,"15,555.00","15,590.00","15,615.00","15,557.50",,-0.13%
10/15/2024,"15,575.00","15,555.00","15,584.00","15,532.50",,0.13%
10/16/2024,"15,505.00","15,545.00","15,561.00","15,507.50",,-0.45%
10/17/2024,"15,490.00","15,545.00","15,555.00","15,485.00",,-0.10%
10/18/2024,"15,460.00","15,515.00","15,522.50","15,443.50",,-0.19%
10/21/2024,"15,490.00","15,460.00","15,502.50","15,425.00",,0.19%
10/22/2024,"15,555.00","15,530.00","15,575.00","15,527.50",,0.42%
10/23/2024,"15,615.00","15,595.00","15,636.00","15,586.00",,0.39%
10/24/2024,"15,575.00","15,640.00","15,650.00","15,580.00",,-0.26%
10/25/2024,"15,635.00","15,602.50","15,643.50","15,592.50",,0.39%
10/28/2024,"15,720.00","15,695.00","15,740.00","15,687.50",,0.54%
10/29/2024,"15,755.00","15,737.50","15,778.50","15,730.00",,0.22%
10/30/2024,"15,690.00","15,752.50","15,755.00","15,695.00",,-0.41%
10/31/2024,"15,690.00","15,700.00","15,715.00","15,680.00",,0.00%
11/1/2024,"15,715.00","15,705.00","15,732.50","15,698.50",,0.16%
11/4/2024,"15,750.00","15,735.00","15,776.00","15,717.50",,0.22%
11/5/2024,"15,730.00","15,780.00","15,795.00","15,725.00",,-0.13%
11/6/2024,"15,825.00","15,787.50","15,862.50","15,787.50",,0.60%
11/7/2024,"15,730.00","15,815.00","15,830.00","15,735.00",,-0.60%
11/8/2024,"15,665.00","15,625.00","15,697.50","15,617.50",,-0.41%
11/11/2024,"15,675.00","15,640.00","15,691.00","15,632.50",,0.06%
11/12/2024,"15,775.00","15,745.00","15,798.50","15,732.50",,0.64%
11/13/2024,"15,770.00","15,765.00","15,797.50","15,752.50",,-0.03%
11/14/2024,"15,850.00","15,820.00","15,892.50","15,817.50",,0.51%
11/15/2024,"15,850.00","15,915.00","15,967.50","15,855.00",,0.00%
11/18/2024,"15,845.00","15,865.00","15,877.50","15,830.00",,-0.03%
11/19/2024,"15,825.00","15,810.00","15,837.50","15,790.00",,-0.13%
11/20/2024,"15,860.00","15,845.00","15,875.00","15,830.00",,0.22%
11/21/2024,"15,920.00","15,905.00","15,956.50","15,900.00",,0.38%
11/22/2024,"15,870.00","15,930.00","15,937.50","15,875.00",,-0.31%
11/25/2024,"15,865.00","15,880.00","15,887.50","15,846.50",,-0.03%
11/26/2024,"15,925.00","15,912.50","15,939.50","15,895.00",,0.38%
11/27/2024,"15,925.00","15,925.00","15,925.00","15,925.00",,0.00%
11/28/2024,"15,865.00","15,875.00","15,891.50","15,840.00",,-0.38%
11/29/2024,"15,840.00","15,865.00","15,877.50","15,835.00",,-0.16%
12/2/2024,"15,895.00","15,870.00","15,917.50","15,865.00",,0.35%
12/3/2024,"15,935.00","15,925.00","15,964.00","15,920.00",,0.25%
12/4/2024,"15,925.00","15,955.00","15,977.50","15,925.00",,-0.06%
12/5/2024,"15,855.00","15,912.50","15,927.50","15,859.50",,-0.44%
12/6/2024,"15,845.00","15,860.00","15,862.50","15,832.50",,-0.06%
12/9/2024,"15,860.00","15,855.00","15,877.50","15,832.50",,0.09%
12/10/2024,"15,860.00","15,855.00","15,883.50","15,847.50",,0.00%
12/11/2024,"15,910.00","15,880.00","15,922.50","15,877.00",,0.32%
12/12/2024,"15,920.00","15,940.00","15,955.00","15,925.00",,0.06%
12/13/2024,"15,990.00","15,965.00","16,002.50","15,955.00",,0.44%
12/16/2024,"15,995.00","16,005.00","16,029.00","15,992.50",,0.03%
12/17/2024,"16,060.00","16,020.00","16,071.50","16,012.50",,0.41%
12/18/2024,"16,085.00","16,102.50","16,122.50","16,078.50",,0.16%
12/19/2024,"16,285.00","16,205.00","16,305.00","16,185.00",,1.24%
12/20/2024,"16,190.00","16,315.00","16,322.50","16,192.00",,-0.58%
12/23/2024,"16,170.00","16,182.50","16,197.50","16,125.00",,-0.12%
12/24/2024,"16,185.00","16,155.00","16,220.00","16,155.00",,0.09%
12/25/2024,"16,185.00","16,185.00","16,185.00","16,185.00",,0.00%
12/26/2024,"16,185.00","16,185.00","16,185.00","16,185.00",,0.00%
12/27/2024,"16,230.00","16,207.50","16,260.00","16,205.00",,0.28%
12/30/2024,"16,130.00","16,175.00","16,195.00","16,127.50",,-0.62%
12/31/2024,"16,090.00","16,090.00","16,172.50","16,070.00",,-0.25%
